VisualStudio.17.Release/17.7.4+34031.279
2023-09-17 09:39:28.2782560	ServiceHub.SettingsHost	5580	10	Info	Initialize Ide User context
2023-09-17 09:39:28.2922571	ServiceHub.SettingsHost	5580	10	Info	>>> Started watcher
2023-09-17 09:39:28.3002572	ServiceHub.SettingsHost	5580	10	Info	Initial IdeUser State is SignedIn
2023-09-17 09:39:28.3002572	ServiceHub.SettingsHost	5580	10	Info	Initialize Offline Ide User Session
2023-09-17 09:39:28.3002572	ServiceHub.SettingsHost	5580	10	Info	ProfileMonitor associated, Core Profile 0 Profile 432634851
2023-09-17 09:39:28.3002572	ServiceHub.SettingsHost	5580	10	Info	Initiating polling for SignIn
2023-09-17 09:39:28.3002572	ServiceHub.SettingsHost	5580	9	Info	Poll for SignIn
2023-09-17 09:39:28.3011567	ServiceHub.SettingsHost	5580	9	Info	Poll to connect (IdeUserV4)
2023-09-17 09:39:28.3011567	ServiceHub.SettingsHost	5580	9	Info	Connect Async (IdeUserV4)
2023-09-17 09:39:28.3012583	ServiceHub.SettingsHost	5580	9	Info	Manager ServerUri 'https://go.microsoft.com/fwlink/?LinkID=661311'
2023-09-17 09:39:28.4062557	ServiceHub.SettingsHost	5580	10	Info	SettingsController received InitAsync call from client 2c3f3157-e695-485f-beca-6689ab31d0ef
2023-09-17 09:39:28.4442585	ServiceHub.SettingsHost	5580	19	Info	Processing context state change to SignedIn
2023-09-17 09:39:28.4522582	ServiceHub.SettingsHost	5580	14	Info	Created Online Settings
2023-09-17 09:39:28.4542575	ServiceHub.SettingsHost	5580	18	Info	Awaiting first connection attempt in WaitForFirstRefreshAsync
2023-09-17 09:39:28.4542575	ServiceHub.SettingsHost	5580	18	Info	Wait For First Connect Attempt
2023-09-17 09:39:28.4542575	ServiceHub.SettingsHost	5580	18	Info	Connect Async Piggyback (IdeUserV4)
2023-09-17 09:39:28.4712584	ServiceHub.SettingsHost	5580	10	Info	SettingsController received GetMultipleSettingsAsync call for modifiedAfter = 757 from client 2c3f3157-e695-485f-beca-6689ab31d0ef
2023-09-17 09:39:28.4872569	ServiceHub.SettingsHost	5580	15	Info	Resolved fwlink https://go.microsoft.com/fwlink/?LinkID=661311 to https://app.vssps.visualstudio.com/
2023-09-17 09:39:28.4872569	ServiceHub.SettingsHost	5580	15	Info	Unresolved FW Link 'https://go.microsoft.com/fwlink/?LinkID=661311' was resolved to 'https://app.vssps.visualstudio.com/'
2023-09-17 09:39:28.5092627	ServiceHub.SettingsHost	5580	15	Info	Connector initiating silent Ide connection
2023-09-17 09:39:30.9362560	ServiceHub.SettingsHost	5580	15	Info	user authentication successful for IDE user
2023-09-17 09:39:31.6502689	ServiceHub.SettingsHost	5580	15	Info	a.mgundam78@gmail.com signed in for IDE user
2023-09-17 09:39:31.6502689	ServiceHub.SettingsHost	5580	15	Info	VS user ID = d741d0f6-803d-64a4-8ab7-a43f5a840b40
